4.16
6.38
3.74
5.07
6.71
4.4
4.53
4.36
4.71
5.14
6.22
4.2
3.92
4.84
3.93
4.86
4.4
2.82
5.24
4.74
5.9
5.94
6.47
5.71
5.82
9.71
11.42
10.5
8.34
11.15
12.32
12.11
15.22
